County,Type,Facility Name,Street Address,City,State,ZIP,Location
Kings,Grocery,Cc Mart Corp,Church Ave,Brooklyn,NY,11226,"Church Ave
Brooklyn, NY 11226
(40.647725722, -73.967413861)"
Queens,Grocery,Evergreen Farm Market Inc,Onderdonk Avenue,Ridgewood,NY,11385,"Onderdonk Avenue
Ridgewood, NY 11385
(40.706337909, -73.911206405)"
Bronx,Grocery,Food Bazaar,Exterior Street,Bronx,NY,10451,"Exterior Street
Bronx, NY 10451
(40.821773929, -73.930830306)"
New York,Grocery,El Nuevo Renacer Deli Grocery Corp.,Audubon Avenue,New York,NY,10032,"Audubon Avenue
New York, NY 10032
(40.841175228, -73.937866087)"
Bronx,Grocery,"C & T Deli-Grocery Store, Inc.",Washington Avenue,Bronx,NY,10457,"Washington Avenue
Bronx, NY 10457
(40.846491224, -73.898356534)"
New York,Grocery,Foodtown,St Nicholas Ave,New York,NY,10031,"St Nicholas Ave
New York, NY 10031
(40.826648939, -73.943090375)"
Kings,Grocery,Ahmed's Grocery & Halal Meat,Bath Ave,Brooklyn,NY,11214,"Bath Ave
Brooklyn, NY 11214
(40.598517723, -73.997321666)"
Kings,Grocery,Key Food,Neptune Ave,Brooklyn,NY,11224,"Neptune Ave
Brooklyn, NY 11224
(40.578996142, -73.984752702)"
Queens,Grocery,Key Food,Jamaica Ave,Queens Village,NY,11428,"Jamaica Ave
Queens Village, NY 11428
(40.71698387, -73.74129102)"
Kings,Grocery,Klein's Grocery Inc.,Empire Blvd,Brooklyn,NY,11225,"Empire Blvd
Brooklyn, NY 11225
(40.663796101, -73.952562075)"
Queens,Grocery,Fine Fare Supermarket,Farmers Boulevard,Jamaica,NY,11434,"Farmers Boulevard
Jamaica, NY 11434
(40.669836979, -73.765510405)"
Queens,Grocery,Stop 1,108th Street,Corona,NY,11368,"108th Street
Corona, NY 11368
(40.747498977, -73.857106152)"
Kings,Grocery,New Dhaka Grocery & Halal Meat Corp,Crescent Street,Brooklyn,NY,11208,"Crescent Street
Brooklyn, NY 11208
(40.668878672, -73.868345151)"
Kings,Grocery,Landau's Supermarket,Bedford Avenue,Brooklyn,NY,11249,"Bedford Avenue
Brooklyn, NY 11249
(40.716387165, -73.959279469)"
Bronx,Grocery,Pioneer,Featherbed Lane,Bronx,NY,10452,"Featherbed Lane
Bronx, NY 10452
(40.846106096, -73.919125747)"
Queens,Grocery,Foodtown,37th Ave,Jackson Heights,NY,11372,"37th Ave
Jackson Heights, NY 11372
(40.749864797, -73.883149449)"
Kings,Grocery,"Old Williamsburg Food, Inc.",Clymer St,Brooklyn,NY,11211,"Clymer St
Brooklyn, NY 11211
(40.70703151, -73.962886692)"
Queens,Grocery,Bravo Supermarket,Lakewood Avenue,Jamaica,NY,11435,"Lakewood Avenue
Jamaica, NY 11435
(40.690986843, -73.802410863)"
Queens,Grocery,Key Food,Hillside Ave,Jamaica,NY,11432,"Hillside Ave
Jamaica, NY 11432
(40.711010006, -73.792219979)"
Kings,Grocery,Met Food,5th Avenue,Brooklyn,NY,11209,"5th Avenue
Brooklyn, NY 11209
(40.624133373, -74.024829246)"
Queens,Grocery w/ Pharmacy inside,Stop & Shop #2581,Cross Bay Blvd,Howard Beach,NY,11414,"Cross Bay Blvd
Howard Beach, NY 11414
(40.6464207, -73.836795229)"
Kings,Grocery w/ Pharmacy inside,ShopRite Of Avenue I,Mcdonald Avenue,Brooklyn,NY,11230,"Mcdonald Avenue
Brooklyn, NY 11230
(40.619242962, -73.975014383)"
Bronx,Grocery w/ Pharmacy inside,Stop & Shop #504,Co-Op City Blvd,Bronx,NY,10475,"Co-Op City Blvd
Bronx, NY 10475
(40.878351856, -73.822690366)"
Bronx,Grocery w/ Pharmacy inside,Benjamin's Pharmacy & Surgical,Allerton Avenue,Bronx,NY,10469,"Allerton Avenue
Bronx, NY 10469
(40.865430017, -73.855045845)"
Queens,Grocery w/ Pharmacy inside,Horizon Pharmacy,Kissena Bo,Flushing,NY,11355,"Kissena Bo
Flushing, NY 11355
(40.755328445, -73.824509811)"
Queens,Grocery w/ Pharmacy inside,Stop & Shop #2585,Springfield Blvd,Springfield Garden,NY,11413,"Springfield Blvd
Springfield Garden, NY 11413
(40.674962968, -73.756031906)"
Kings,Grocery w/ Pharmacy inside,Health Max Pharmacy,5th Avenue,Brooklyn,NY,11220,"5th Avenue
Brooklyn, NY 11220
(40.641173283, -74.014396236)"
Queens,Grocery w/ Pharmacy inside,Stop & Shop #2587,Farrington St,Flushing,NY,11354,"Farrington St
Flushing, NY 11354
(40.766871519, -73.832759266)"
Richmond,Grocery w/ Pharmacy inside,Stop & Shop #581,Hylan Blvd.,Staten Island,NY,10306,"Hylan Blvd.
Staten Island, NY 10306
(40.562493009, -74.117891604)"
Kings,Grocery w/ Pharmacy inside,Stop & Shop #505,Avenue Y,Brooklyn,NY,11235,"Avenue Y
Brooklyn, NY 11235
(40.590685644, -73.949270384)"
Queens,Grocery w/ Pharmacy inside,Super Stop & Shop #566,Rockaway Beach Boulevard,Arverne,NY,11692,"Rockaway Beach Boulevard
Arverne, NY 11692
(40.592465001, -73.784219997)"
Queens,Grocery w/ Pharmacy inside,Stop & Shop #509,Grand Avenue,Maspeth,NY,11378,"Grand Avenue
Maspeth, NY 11378
(40.721883665, -73.904333203)"
New York,Grocery w/ Pharmacy inside,Preferred Pharmacy,East 115th Street,New York,NY,10029,"East 115th Street
New York, NY 10029
(40.79717979, -73.940302841)"
Bronx,Grocery w/ Pharmacy inside,Stop & Shop #2592,Bartow Avenue,Bronx,NY,10475,"Bartow Avenue
Bronx, NY 10475
(40.869620005, -73.827368075)"
Kings,Grocery w/ Pharmacy inside,Stop & Shop #2591,Cropsey Av,Brooklyn,NY,11214,"Cropsey Av
Brooklyn, NY 11214
(40.596311752, -73.997517972)"
Kings,Grocery w/ Pharmacy inside,"Newkirk Pharmacy, Inc.",Newkirk Avenue,Brooklyn,NY,11226,"Newkirk Avenue
Brooklyn, NY 11226
(40.639249383, -73.955581241)"
Bronx,Grocery w/ Pharmacy inside,Stop & Shop #2593,East 174th Street,Bronx,NY,10460,"East 174th Street
Bronx, NY 10460
(40.836372162, -73.884819878)"
Kings,Grocery w/ Pharmacy inside,Preferred Pharmacy,Broadway,Brooklyn,NY,11207,"Broadway
Brooklyn, NY 11207
(40.683079269, -73.910795599)"
Kings,Grocery w/ Pharmacy inside,Bocker Pharmacy & Food Mart Inc.,Knickerbocker Avenue,Brooklyn,NY,11237,"Knickerbocker Avenue
Brooklyn, NY 11237
(40.702568662, -73.92497553)"
Kings,Grocery w/ Pharmacy inside,Green Forest Market Inc,Avenue M,Brooklyn,NY,11230,"Avenue M
Brooklyn, NY 11230
(40.617677031, -73.963010685)"
Kings,Grocery w/ Pharmacy inside,Dumont Pharmacy,Junius St,Brooklyn,NY,11212,"Junius St
Brooklyn, NY 11212
(40.666248997, -73.902103271)"
Richmond,Grocery w/ Pharmacy inside,Stop & Shop #2595,Forest Avenue,Staten Island,NY,10302,"Forest Avenue
Staten Island, NY 10302
(40.626374486, -74.133144751)"
Queens,Grocery w/ Pharmacy inside,Stop & Shop #2589,Atlantic Ave,Ozone Park,NY,11416,"Atlantic Ave
Ozone Park, NY 11416
(40.687206444, -73.851904411)"
Kings,Grocery w/ Pharmacy inside,Stop & Shop #2586,Atlantic Ave,Brooklyn,NY,11217,"Atlantic Ave
Brooklyn, NY 11217
(40.684660213, -73.979005505)"
New York,Pharmacy Only,Duane Reade #14246,Avenue Of The Americas,New York,NY,10001,"Avenue Of The Americas
New York, NY 10001
(40.745943777, -73.990597072)"
Kings,Pharmacy Only,Best Care Pharmacy,3rd Ave,Brooklyn,NY,11209,"3rd Ave
Brooklyn, NY 11209
(40.624059334, -74.030818893)"
Bronx,Pharmacy Only,Your Family Pharmacy Corp,Ogden Avenue,Bronx,NY,10452,"Ogden Avenue
Bronx, NY 10452
(40.837015744, -73.927069735)"
Queens,Pharmacy Only,Walgreens #01616,Broadway,Elmhurst,NY,11373,"Broadway
Elmhurst, NY 11373
(40.742797206, -73.882595005)"
New York,Pharmacy Only,Duane Reade #14386,Main St,New York,NY,10044,"Main St
New York, NY 10044
(40.763652168, -73.948171943)"
Kings,Pharmacy Only,Duane Reade #14429,Kent Ave,Brooklyn,NY,11249,"Kent Ave
Brooklyn, NY 11249
(40.711302743, -73.968317023)"
Kings,Pharmacy Only,Whitman Pharmacy,Myrtle Ave,Brooklyn,NY,11205,"Myrtle Ave
Brooklyn, NY 11205
(40.693123863, -73.969930633)"
Queens,Pharmacy Only,Queens Express Pharmacy Corp.,Junction Blvd,Jackson Heights,NY,11372,"Junction Blvd
Jackson Heights, NY 11372
(40.756780017, -73.873629968)"
New York,Pharmacy Only,"Bowen Pharmacy, Inc",10th Avenue,New York,NY,10019,"10th Avenue
New York, NY 10019
(40.766930622, -73.990156649)"
Richmond,Pharmacy Only,Walgreens #03916,Arthur Kill Rd,Staten Island,NY,10312,"Arthur Kill Rd
Staten Island, NY 10312
(40.563821547, -74.188442828)"
Kings,Pharmacy Only,Duane Reade #14426,Bedford Ave,Brooklyn,NY,11249,"Bedford Ave
Brooklyn, NY 11249
(40.716387165, -73.959279469)"
Queens,Pharmacy Only,Bakers Drugs Llc,Linden Boulevard,Saint Albans,NY,11412,"Linden Boulevard
Saint Albans, NY 11412
(40.693496627, -73.755703679)"
Kings,Pharmacy Only,"Eliyahu's Pharmacy, Inc.",Kings Highway,Brooklyn,NY,11223,"Kings Highway
Brooklyn, NY 11223
(40.60513316, -73.979811784)"
Queens,Pharmacy Only,Health Center Pharmacy Inc.,Beach Channel Drive,Arverne,NY,11692,"Beach Channel Drive
Arverne, NY 11692
(40.589827743, -73.804805186)"
Kings,Pharmacy Only,Medcare Pharmacy,Kings Highway,Brooklyn,NY,11223,"Kings Highway
Brooklyn, NY 11223
(40.60513316, -73.979811784)"
Queens,Pharmacy Only,Walgreens #19425,Utopia Pkwy,Whitestone,NY,11357,"Utopia Pkwy
Whitestone, NY 11357
(40.785813168, -73.795115864)"
Queens,Pharmacy Only,Franhill Pharmacy Llc,Hillside Ave,Hollis,NY,11423,"Hillside Ave
Hollis, NY 11423
(40.715809986, -73.771550038)"
New York,Pharmacy Only,Duane Reade #14382,W 135th St,New York,NY,10030,"W 135th St
New York, NY 10030
(40.815634253, -73.944461666)"
Bronx,Pharmacy Only,Leroy Pharmacy Ii Llc,East 198 Street,Bronx,NY,10458,"East 198 Street
Bronx, NY 10458
(40.868292404, -73.888022416)"
Queens,Pharmacy Only,Variety Drugs,137th Ave,Jamaica,NY,11434,"137th Ave
Jamaica, NY 11434
(40.672203859, -73.773337697)"
New York,Pharmacy Only,Duane Reade #14102,Broadway,New York,NY,10007,"Broadway
New York, NY 10007
(40.712520006, -74.00767001)"
Richmond,Pharmacy Only,Walgreens #07321,Forest Ave,Staten Island,NY,10310,"Forest Ave
Staten Island, NY 10310
(40.626720868, -74.12797407)"
New York,Pharmacy Only,Duane Reade #14319,W 20th St,New York,NY,10011,"W 20th St
New York, NY 10011
(40.743235574, -73.999409847)"
Kings,Pharmacy Only,Americare Pharmacy Corp.,5th Ave,Brooklyn,NY,11209,"5th Ave
Brooklyn, NY 11209
(40.624133373, -74.024829246)"
Bronx,Pharmacy Only,CSS Pharmacy Inc.,Grand Concourse,Bronx,NY,10453,"Grand Concourse
Bronx, NY 10453
(40.85073624, -73.905170701)"
New York,Pharmacy Only,Duane Reade #14503,3rd Ave,New York,NY,10017,"3rd Ave
New York, NY 10017
(40.750940493, -73.974311201)"
Bronx,Pharmacy Only,Defranco Pharmacy,Randall Avenue,Bronx,NY,10473,"Randall Avenue
Bronx, NY 10473
(40.818259241, -73.853788758)"
Queens,Pharmacy Only,Walgreens #11126,Kissena Blvd,Flushing,NY,11367,"Kissena Blvd
Flushing, NY 11367
(40.727158729, -73.812517473)"
Kings,Pharmacy Only,"A.M. Pharmacy, Inc.",8th Ave,Brooklyn,NY,11220,"8th Ave
Brooklyn, NY 11220
(40.637397818, -74.007554402)"
Bronx,Pharmacy Only,Peace Pharmacy Inc,University Avenue,Bronx,NY,10468,"University Avenue
Bronx, NY 10468
(40.866469572, -73.902462648)"
Queens,Pharmacy Only,Duane Reade #14206,Beach Channel Dr,Far Rockaway,NY,11694,"Beach Channel Dr
Far Rockaway, NY 11694
(40.581688886, -73.840126751)"
Kings,Pharmacy Only,Walgreens #10678,Myrtle Ave,Brooklyn,NY,11205,"Myrtle Ave
Brooklyn, NY 11205
(40.693123863, -73.969930633)"
New York,Pharmacy Only,Duane Reade #14118,Broadway,New York,NY,10007,"Broadway
New York, NY 10007
(40.712520006, -74.00767001)"
Queens,Pharmacy Only,Jackson Heights Pharmacy & Surgical,Roosevelt Avenue,Jackson Heights,NY,11372,"Roosevelt Avenue
Jackson Heights, NY 11372
(40.747096878, -73.888987581)"
New York,Pharmacy Only,Duane Reade #14468,Union Square South,New York,NY,10003,"Union Square South
New York, NY 10003
(40.734799984, -73.990700009)"
Queens,Pharmacy Only,Healthmax Pharmacy,Jamaica Av,Woodhaven,NY,11421,"Jamaica Av
Woodhaven, NY 11421
(40.692639509, -73.857066388)"
New York,Pharmacy Only,Canal Pharmacy Inc.,Canal Street,New York,NY,10013,"Canal Street
New York, NY 10013
(40.722926572, -74.006777245)"
New York,Pharmacy Only,Duane Reade #14412,Greenwich St,New York,NY,10013,"Greenwich St
New York, NY 10013
(40.721872682, -74.009834763)"
Bronx,Pharmacy Only,Walgreens # 10411,E Fordham Rd,Bronx,NY,10458,"E Fordham Rd
Bronx, NY 10458
(40.86075613, -73.889558393)"
Queens,Pharmacy Only,"Pharmacare Plus, Inc.",21 Ave,Astoria,NY,11105,"21 Ave
Astoria, NY 11105
(40.777352955, -73.907595541)"
Queens,Pharmacy Only,Walgreens #04565,Guy R Brewer Blvd,Jamaica,NY,11434,"Guy R Brewer Blvd
Jamaica, NY 11434
(40.672801094, -73.775240654)"
New York,Pharmacy Only,St. Anthony Pharmacy,Broadway,New York,NY,10032,"Broadway
New York, NY 10032
(40.837924012, -73.942152848)"
Kings,Pharmacy Only,Walgreens #18135,86th St,Brooklyn,NY,11228,"86th St
Brooklyn, NY 11228
(40.615406696, -74.016107932)"
New York,Pharmacy Only,Duane Reade #14125,Broad St,New York,NY,10004,"Broad St
New York, NY 10004
(40.704031481, -74.011570026)"
New York,Pharmacy Only,Duane Reade #14181,Amsterdam Ave,New York,NY,10023,"Amsterdam Ave
New York, NY 10023
(40.774170496, -73.984887021)"
Bronx,Pharmacy Only,Sjs Pharmacy Inc,East Burnside Avenue,Bronx,NY,10453,"East Burnside Avenue
Bronx, NY 10453
(40.853109233, -73.905502168)"
Bronx,Pharmacy Only,West Street Pharmacy,West 183 Street,Bronx,NY,10453,"West 183 Street
Bronx, NY 10453
(40.859957526, -73.908448889)"
Queens,Pharmacy Only,Van Wyck Prescription Center,Van Wyck Expressway,Richmond Hill,NY,11418,"Van Wyck Expressway
Richmond Hill, NY 11418
(40.699362385, -73.81496174)"
Queens,Pharmacy Only,Walgreens #19694,Queens Boulevard,Forest Hills,NY,11375,"Queens Boulevard
Forest Hills, NY 11375
(40.718826368, -73.837854521)"
Kings,Pharmacy Only,Yafit Pharmacy,East 7th Street,Brooklyn,NY,11223,"East 7th Street
Brooklyn, NY 11223
(40.600449445, -73.964563079)"
Bronx,Pharmacy Only,Bridge Rx Pharmacy Inc.,Allerton Avenue,Bronx,NY,10467,"Allerton Avenue
Bronx, NY 10467
(40.865453963, -73.86597942)"
New York,Pharmacy Only,Duane Reade #14146,Broadway,New York,NY,10025,"Broadway
New York, NY 10025
(40.797856, -73.968968)"
Bronx,Pharmacy Only,161st Pharmacy & Surgical Supplies,East 161st Street,Bronx,NY,10451,"East 161st Street
Bronx, NY 10451
(40.826442846, -73.921289644)"
New York,Pharmacy Only,Buy-Rite Pharmacy,Chatham Sq,New York,NY,10038,"Chatham Sq
New York, NY 10038
(40.713739992, -73.99795002)"
Queens,Pharmacy Only,Victoria Pharmacy,Kissena Blvd,Flushing,NY,11355,"Kissena Blvd
Flushing, NY 11355
(40.755328445, -73.824509811)"
Kings,Pharmacy Only,Walgreens #2650,Avenue U,Brooklyn,NY,11234,"Avenue U
Brooklyn, NY 11234
(40.612383336, -73.918590972)"
New York,Pharmacy Only,Duane Reade #14524,Broadway,New York,NY,10019,"Broadway
New York, NY 10019
(40.76375668, -73.982619065)"
New York,Pharmacy Only,"Metropharm, Inc.",Walker St,New York,NY,10013,"Walker St
New York, NY 10013
(40.718529191, -74.002310787)"
Bronx,Pharmacy Only,1st Aid Pharmacy & Surgical Supplie,West Fordham Road,Bronx,NY,10468,"West Fordham Road
Bronx, NY 10468
(40.86274183, -73.908768937)"
Kings,Pharmacy Only,Walgreens #13752,Flatbush Ave,Brooklyn,NY,11234,"Flatbush Ave
Brooklyn, NY 11234
(40.618684153, -73.932574171)"
Bronx,Pharmacy Only,"Wecare Rx Plus, Inc",Westchester Avenue,Bronx,NY,10461,"Westchester Avenue
Bronx, NY 10461
(40.84667827, -73.832720631)"
Queens,Pharmacy Only,Catalpa Chemists Corp.,Catalpa Avenue,Ridgewood,NY,11385,"Catalpa Avenue
Ridgewood, NY 11385
(40.703199091, -73.89840105)"
Kings,Pharmacy Only,Duane Reade #14128,Fulton St,Brooklyn,NY,11201,"Fulton St
Brooklyn, NY 11201
(40.690243054, -73.984309551)"
New York,Pharmacy Only,Duane Reade #14276,Broadway,New York,NY,10001,"Broadway
New York, NY 10001
(40.747233189, -73.988366138)"
Queens,Pharmacy Only,Tazmi Pharmacy,Roosevelt Ave,Woodside,NY,11377,"Roosevelt Ave
Woodside, NY 11377
(40.745348898, -73.907306009)"
New York,Pharmacy Only,Duane Reade #14200,2nd Ave,New York,NY,10016,"2nd Ave
New York, NY 10016
(40.744170718, -73.976340142)"
Kings,Pharmacy Only,Nate's Pharmacy,Van Brunt St,Brooklyn,NY,11231,"Van Brunt St
Brooklyn, NY 11231
(40.678512856, -74.01151333)"
Bronx,Pharmacy Only,Bridge Care Pharmacy Inc,Boston Road,Bronx,NY,10475,"Boston Road
Bronx, NY 10475
(40.885506344, -73.829036156)"
Richmond,Pharmacy Only,Walgreens #06179,Richmond Ave,Staten Island,NY,10314,"Richmond Ave
Staten Island, NY 10314
(40.598887445, -74.162748744)"
Kings,Pharmacy Only,Family Pharmacy,Flatbush Ave,Brooklyn,NY,11226,"Flatbush Ave
Brooklyn, NY 11226
(40.646602568, -73.958112669)"
Kings,Pharmacy Only,"La Ruche Pharmacy, Inc.",Rockaway Parkway,Brooklyn,NY,11212,"Rockaway Parkway
Brooklyn, NY 11212
(40.659949643, -73.918817127)"
Bronx,Pharmacy Only,"Pelham Pharmacy, Inc.",White Plains Road,Bronx,NY,10462,"White Plains Road
Bronx, NY 10462
(40.853813784, -73.867714112)"
Kings,Pharmacy Only,"Geo Pharmacy, Inc.",Coney Island Av,Brooklyn,NY,11218,"Coney Island Av
Brooklyn, NY 11218
(40.642233074, -73.969645416)"
New York,Pharmacy Only,Duane Reade #21354,West 51st Street,New York,NY,10019,"West 51st Street
New York, NY 10019
(40.76330847, -73.986589411)"
Kings,Pharmacy Only,Rx Choice Pharmacy Inc.,Avenue U,Brooklyn,NY,11229,"Avenue U
Brooklyn, NY 11229
(40.600339695, -73.942702968)"
Bronx,Pharmacy Only,Bronx Family Pharmacy Corp,White Plains Road,Bronx,NY,10462,"White Plains Road
Bronx, NY 10462
(40.853813784, -73.867714112)"
Queens,Pharmacy Only,Walgreens #5051,Merrick Blvd,Laurelton,NY,11413,"Merrick Blvd
Laurelton, NY 11413
(40.677663119, -73.74510356)"
Bronx,Pharmacy Only,Leroy Pharmacy,East 204th Street,Bronx,NY,10467,"East 204th Street
Bronx, NY 10467
(40.872131927, -73.877772155)"
Richmond,Pharmacy Only,"Classic Pharmacy, Inc.",Clove Rd,Staten Island,NY,10301,"Clove Rd
Staten Island, NY 10301
(40.619882533, -74.108139524)"
Richmond,Pharmacy Only,Walgreens #13750,Amboy Rd,Staten Island,NY,10307,"Amboy Rd
Staten Island, NY 10307
(40.510303139, -74.243005835)"
New York,Pharmacy Only,Duane Reade #14408,Broadway,New York,NY,10013,"Broadway
New York, NY 10013
(40.719090014, -74.002104972)"
Kings,Pharmacy Only,Duane Reade #14410,Myrtle Ave,Brooklyn,NY,11206,"Myrtle Ave
Brooklyn, NY 11206
(40.696058921, -73.943251594)"
Queens,Pharmacy Only,Duane Reade #14438,Roosevelt Ave,Flushing,NY,11354,"Roosevelt Ave
Flushing, NY 11354
(40.76303365, -73.816888447)"
Bronx,Pharmacy Only,Truemed Pharmacy Corp,Webster Avenue,Bronx,NY,10457,"Webster Avenue
Bronx, NY 10457
(40.846857045, -73.901421686)"
New York,Pharmacy Only,Villy Kx Pharmacy,Hester Street,New York,NY,10013,"Hester Street
New York, NY 10013
(40.717981157, -73.997424258)"
Kings,Pharmacy Only,New Brooklyn Pharmacy Inc.,Flatbush Ave,Brooklyn,NY,11210,"Flatbush Ave
Brooklyn, NY 11210
(40.627100179, -73.941595472)"
New York,Pharmacy Only,Duane Reade #14499,Dyckman St,New York,NY,10040,"Dyckman St
New York, NY 10040
(40.865409985, -73.927169961)"
Bronx,Pharmacy Only,Nvr Pharmacy Inc.,Mt Eden Avenue,Bronx,NY,10452,"Mt Eden Avenue
Bronx, NY 10452
(40.843360726, -73.912188358)"
Bronx,Pharmacy Only,United Pharmacy Llc,Broadway,Bronx,NY,10463,"Broadway
Bronx, NY 10463
(40.881507219, -73.902970873)"
Kings,Pharmacy Only,"Brighton Rx, Inc.",Brighton Beach Avenue,Brooklyn,NY,11235,"Brighton Beach Avenue
Brooklyn, NY 11235
(40.57767129, -73.961194181)"
Kings,Pharmacy Only,Katz Drugs,Graham Ave,Brooklyn,NY,11206,"Graham Ave
Brooklyn, NY 11206
(40.706265813, -73.943035736)"
Queens,Pharmacy Only,"Mercy Pharmacy & Surgical Supplies,",51st Street,Woodside,NY,11377,"51st Street
Woodside, NY 11377
(40.75548943, -73.908383665)"
Bronx,Pharmacy Only,Mott Haven Pharmacy,East 141st Street,Bronx,NY,10454,"East 141st Street
Bronx, NY 10454
(40.808077853, -73.91451513)"
Kings,Pharmacy Only,Walgreens #11141,Broadway,Brooklyn,NY,11221,"Broadway
Brooklyn, NY 11221
(40.69447544, -73.93078414)"
Kings,Pharmacy Only,Livingword Pharmacy Inc,Utica Ave,Brooklyn,NY,11203,"Utica Ave
Brooklyn, NY 11203
(40.650159197, -73.930216953)"
New York,Pharmacy Only,Duane Reade #14194,Broadway #7,New York,NY,10025,"Broadway #7
New York, NY 10025
(40.807999191, -73.963712438)"
Bronx,Pharmacy Only,Walgreens # 12309,Eastchester Rd,Bronx,NY,10469,"Eastchester Rd
Bronx, NY 10469
(40.875179329, -73.84535421)"
Queens,Pharmacy Only,Walgreens #04058,Astoria Blvd,East Elmhurst,NY,11369,"Astoria Blvd
East Elmhurst, NY 11369
(40.762376675, -73.871186657)"
Queens,Pharmacy Only,Duane Reade #14314,Myrtle Ave,Ridgewood,NY,11385,"Myrtle Ave
Ridgewood, NY 11385
(40.702500624, -73.873977684)"
Kings,Pharmacy Only,"Marino Pharmacy, Inc.",Wyckoff Ave,Brooklyn,NY,11237,"Wyckoff Ave
Brooklyn, NY 11237
(40.703431233, -73.917829949)"
Bronx,Pharmacy Only,Walgreens #7627,Boston Rd,Bronx,NY,10469,"Boston Rd
Bronx, NY 10469
(40.869055167, -73.857998926)"
Bronx,Pharmacy Only,Perla Pharmacy,East Tremont Avenue,Bronx,NY,10460,"East Tremont Avenue
Bronx, NY 10460
(40.841624575, -73.883449118)"
New York,Pharmacy Only,Duane Reade #14104,Park Ave S,New York,NY,10016,"Park Ave S
New York, NY 10016
(40.743920094, -73.983569956)"
Queens,Pharmacy Only,Duane Reade #14423,Broadway,Astoria,NY,11106,"Broadway
Astoria, NY 11106
(40.763484339, -73.928562832)"
Queens,Pharmacy Only,Walgreens #02055,Francis Lewis Blvd,Queens Village,NY,11429,"Francis Lewis Blvd
Queens Village, NY 11429
(40.70495999, -73.75013)"
Bronx,Pharmacy Only,Security Drugs,Boston Road,Bronx,NY,10469,"Boston Road
Bronx, NY 10469
(40.869055167, -73.857998926)"
New York,Pharmacy Only,Duane Reade #14417,W 125th St,New York,NY,10027,"W 125th St
New York, NY 10027
(40.81695014, -73.959426152)"
Bronx,Pharmacy Only,Amazing Pharmacy,East Tremont Avenue,Bronx,NY,10457,"East Tremont Avenue
Bronx, NY 10457
(40.847177139, -73.898829356)"
Kings,Pharmacy Only,Echo Drugs Inc.,Broadway,Brooklyn,NY,11211,"Broadway
Brooklyn, NY 11211
(40.707394123, -73.954927715)"
Queens,Pharmacy Only,Mil-Rue Chemists Inc.,Fresh Pond Rd,Ridgewood,NY,11385,"Fresh Pond Rd
Ridgewood, NY 11385
(40.706887204, -73.897125209)"
New York,Pharmacy Only,Duane Reade #14126,Wall Street,New York,NY,10005,"Wall Street
New York, NY 10005
(40.70711, -74.01061)"
Queens,Pharmacy Only,Vida Care Pharmacy Llc,90th Street,Jackson Heights,NY,11372,"90th Street
Jackson Heights, NY 11372
(40.752379373, -73.877205398)"
Queens,Pharmacy Only,County Pharmacy Corp.,Hempstead Ave,Queens Village,NY,11429,"Hempstead Ave
Queens Village, NY 11429
(40.713820171, -73.737517368)"
Queens,Pharmacy Only,Walgreens #17876,Myrtle Ave,Ridgewood,NY,11385,"Myrtle Ave
Ridgewood, NY 11385
(40.702500624, -73.873977684)"
Queens,Pharmacy Only,Walgreens #19794,Ditmars Boulevard,Astoria,NY,11105,"Ditmars Boulevard
Astoria, NY 11105
(40.775665734, -73.910044323)"
Bronx,Pharmacy Only,Rosa Pharmacy And Surgical Supply,East Mount Eden Avenue,Bronx,NY,10452,"East Mount Eden Avenue
Bronx, NY 10452
(40.84338868, -73.912623983)"
Kings,Pharmacy Only,Rxcircle Pharmacy Corp,7th Avenue,Brooklyn,NY,11220,"7th Avenue
Brooklyn, NY 11220
(40.639888085, -74.00857688)"
Kings,Pharmacy Only,Duane Reade #14432,5th Ave,Brooklyn,NY,11220,"5th Ave
Brooklyn, NY 11220
(40.641173283, -74.014396236)"
New York,Pharmacy Only,Duane Reade #14335,W 145th St,New York,NY,10039,"W 145th St
New York, NY 10039
(40.821851035, -73.939606819)"
Kings,Pharmacy Only,Walgreens #15352,Fulton St,Brooklyn,NY,11216,"Fulton St
Brooklyn, NY 11216
(40.680257406, -73.947077748)"
Bronx,Pharmacy Only,Randall Pharmacy,Randall Avenue,Bronx,NY,10473,"Randall Avenue
Bronx, NY 10473
(40.818259241, -73.853788758)"
Kings,Pharmacy Only,"Rafieh Pharmacy, Inc.",Lee Avenue,Brooklyn,NY,11211,"Lee Avenue
Brooklyn, NY 11211
(40.704744686, -73.958840853)"
Kings,Pharmacy Only,Walgreens # 11555,18th Ave,Brooklyn,NY,11204,"18th Ave
Brooklyn, NY 11204
(40.628494225, -73.980802461)"
Kings,Pharmacy Only,Mercy Pharmacy Inc.,18th Av,Brooklyn,NY,11204,"18th Av
Brooklyn, NY 11204
(40.628494225, -73.980802461)"
New York,Pharmacy Only,Duane Reade #14260,7th Ave,New York,NY,10011,"7th Ave
New York, NY 10011
(40.740665152, -73.998147769)"
Kings,Pharmacy Only,Walgreens #10441,Coney Island Ave,Brooklyn,NY,11223,"Coney Island Ave
Brooklyn, NY 11223
(40.6007957, -73.961383742)"
Kings,Pharmacy Only,Aa Pharmacy,57th Street,Brooklyn,NY,11220,"57th Street
Brooklyn, NY 11220
(40.639752628, -74.012037396)"
Kings,Pharmacy Only,Woodhull Drugs,Ellery Street,Brooklyn,NY,11206,"Ellery Street
Brooklyn, NY 11206
(40.69940701, -73.940320218)"
